filename,width,height,class,xmin,ymin,xmax,ymax
3139__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.f90cac375950a9abaae1c46456e61b1a.jpg,640,640,pigmentation,233,51,254,73
3139__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.f90cac375950a9abaae1c46456e61b1a.jpg,640,640,pigmentation,234,131,250,152
3139__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.f90cac375950a9abaae1c46456e61b1a.jpg,640,640,pigmentation,249,197,268,221
3139__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.f90cac375950a9abaae1c46456e61b1a.jpg,640,640,pigmentation,184,349,214,374
3139__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.f90cac375950a9abaae1c46456e61b1a.jpg,640,640,pigmentation,343,229,364,248
3139__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.f90cac375950a9abaae1c46456e61b1a.jpg,640,640,pigmentation,326,115,412,238
IMG_4622_jpg.rf.f958b750c5cd42b9d2fe368502782462.jpg,640,640,pigmentation,134,254,291,360
IMG_4622_jpg.rf.f958b750c5cd42b9d2fe368502782462.jpg,640,640,pigmentation,244,229,295,269
IMG_4622_jpg.rf.f958b750c5cd42b9d2fe368502782462.jpg,640,640,pigmentation,325,156,365,186
IMG_4622_jpg.rf.f958b750c5cd42b9d2fe368502782462.jpg,640,640,pigmentation,77,167,112,196
melasma18_jpg.rf.f70289e085a5220ffc496988c9f5e831.jpg,640,640,pigmentation,44,0,512,576
IMG_2986_jpg.rf.f8dbfb17490b1f65f45077be8786702c.jpg,640,640,pigmentation,293,278,363,361
IMG_2986_jpg.rf.f8dbfb17490b1f65f45077be8786702c.jpg,640,640,pigmentation,57,365,88,416
IMG_2986_jpg.rf.f8dbfb17490b1f65f45077be8786702c.jpg,640,640,pigmentation,103,438,160,529
IMG_2986_jpg.rf.f8dbfb17490b1f65f45077be8786702c.jpg,640,640,pigmentation,40,465,123,545
yt-M4UGBt0gtbc-0004_jpg.rf.fd43d87e54ba43f665439d7ce6407fa6.jpg,640,640,pigmentation,129,39,568,248
yt-M4UGBt0gtbc-0004_jpg.rf.fd43d87e54ba43f665439d7ce6407fa6.jpg,640,640,pigmentation,138,364,280,468
yt-M4UGBt0gtbc-0004_jpg.rf.fd43d87e54ba43f665439d7ce6407fa6.jpg,640,640,pigmentation,180,478,423,525
yt-M4UGBt0gtbc-0004_jpg.rf.fd43d87e54ba43f665439d7ce6407fa6.jpg,640,640,pigmentation,395,381,512,493
pigmentation-dark-spots_14_jpg.rf.fb2d75dd8e83a140ff61bfbe19005649.jpg,640,640,pigmentation,283,288,349,361
pigmentation-dark-spots_14_jpg.rf.fb2d75dd8e83a140ff61bfbe19005649.jpg,640,640,pigmentation,561,336,588,396
pigmentation-dark-spots_14_jpg.rf.fb2d75dd8e83a140ff61bfbe19005649.jpg,640,640,pigmentation,506,407,552,505
146_jpg.rf.fce0465f9ea3febc8944ceae2c129294.jpg,640,640,pigmentation,452,67,640,397
146_jpg.rf.fce0465f9ea3febc8944ceae2c129294.jpg,640,640,pigmentation,239,58,435,197
146_jpg.rf.fce0465f9ea3febc8944ceae2c129294.jpg,640,640,pigmentation,164,260,482,373
146_jpg.rf.fce0465f9ea3febc8944ceae2c129294.jpg,640,640,pigmentation,32,65,203,288
IMG_4614_jpg.rf.fbf5f02255295773730fb46758720b31.jpg,640,640,pigmentation,551,419,583,457
IMG_4614_jpg.rf.fbf5f02255295773730fb46758720b31.jpg,640,640,pigmentation,341,394,381,448
IMG_4614_jpg.rf.fbf5f02255295773730fb46758720b31.jpg,640,640,pigmentation,302,428,347,472
IMG_4614_jpg.rf.fbf5f02255295773730fb46758720b31.jpg,640,640,pigmentation,361,544,391,596
IMG_4614_jpg.rf.fbf5f02255295773730fb46758720b31.jpg,640,640,pigmentation,153,330,184,381
IMG_4614_jpg.rf.fbf5f02255295773730fb46758720b31.jpg,640,640,pigmentation,159,429,197,467
IMG_4614_jpg.rf.fbf5f02255295773730fb46758720b31.jpg,640,640,pigmentation,117,612,148,640
IMG_4614_jpg.rf.fbf5f02255295773730fb46758720b31.jpg,640,640,pigmentation,477,351,515,400
IMG_4614_jpg.rf.fbf5f02255295773730fb46758720b31.jpg,640,640,pigmentation,544,247,573,291
IMG_4614_jpg.rf.fbf5f02255295773730fb46758720b31.jpg,640,640,pigmentation,502,508,533,551
IMG_4614_jpg.rf.fbf5f02255295773730fb46758720b31.jpg,640,640,pigmentation,470,415,500,463
IMG_4614_jpg.rf.fbf5f02255295773730fb46758720b31.jpg,640,640,pigmentation,585,363,609,390
IMG_4614_jpg.rf.fbf5f02255295773730fb46758720b31.jpg,640,640,pigmentation,528,293,567,369
IMG_4614_jpg.rf.fbf5f02255295773730fb46758720b31.jpg,640,640,pigmentation,87,350,133,399
143_jpg.rf.fc82b7fb196222be040b5943f1065691.jpg,640,640,pigmentation,257,12,584,575
3130__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.fae81a0feb914f5d67e2012478d4a042.jpg,640,640,pigmentation,215,124,268,170
3130__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.fae81a0feb914f5d67e2012478d4a042.jpg,640,640,pigmentation,252,181,379,311
3130__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.fae81a0feb914f5d67e2012478d4a042.jpg,640,640,pigmentation,410,202,453,262
3130__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.fae81a0feb914f5d67e2012478d4a042.jpg,640,640,pigmentation,366,276,421,340
3130__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.fae81a0feb914f5d67e2012478d4a042.jpg,640,640,pigmentation,406,342,509,462
3130__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.fae81a0feb914f5d67e2012478d4a042.jpg,640,640,pigmentation,446,297,512,354
3130__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.fae81a0feb914f5d67e2012478d4a042.jpg,640,640,pigmentation,481,478,507,509
3130__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.fae81a0feb914f5d67e2012478d4a042.jpg,640,640,pigmentation,482,444,515,472
3130__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.fae81a0feb914f5d67e2012478d4a042.jpg,640,640,pigmentation,584,485,603,520
3130__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.fae81a0feb914f5d67e2012478d4a042.jpg,640,640,pigmentation,286,114,317,161
3130__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.fae81a0feb914f5d67e2012478d4a042.jpg,640,640,pigmentation,337,116,408,189
3130__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.fae81a0feb914f5d67e2012478d4a042.jpg,640,640,pigmentation,366,50,406,89
3130__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpeg_jpg.rf.fae81a0feb914f5d67e2012478d4a042.jpg,640,640,pigmentation,275,45,302,78
IMG_4630_jpg.rf.fcbf5370a81457e1a331d11afaac1fe1.jpg,640,640,pigmentation,260,436,278,463
IMG_4630_jpg.rf.fcbf5370a81457e1a331d11afaac1fe1.jpg,640,640,pigmentation,266,407,291,435
IMG_4630_jpg.rf.fcbf5370a81457e1a331d11afaac1fe1.jpg,640,640,pigmentation,306,390,327,410
IMG_4630_jpg.rf.fcbf5370a81457e1a331d11afaac1fe1.jpg,640,640,pigmentation,333,336,348,356
IMG_4630_jpg.rf.fcbf5370a81457e1a331d11afaac1fe1.jpg,640,640,pigmentation,354,215,371,234
IMG_4630_jpg.rf.fcbf5370a81457e1a331d11afaac1fe1.jpg,640,640,pigmentation,374,196,392,221
IMG_4630_jpg.rf.fcbf5370a81457e1a331d11afaac1fe1.jpg,640,640,pigmentation,257,48,275,67
35740_png_jpg.rf.fc9f317e8a35a2c5c2682373c22a4888.jpg,640,640,pigmentation,39,245,463,457
yt-M4UGBt0gtbc-0004_jpg.rf.fc04772a99eb57ccf101fc88418bbf63.jpg,640,640,pigmentation,117,38,558,238
yt-M4UGBt0gtbc-0004_jpg.rf.fc04772a99eb57ccf101fc88418bbf63.jpg,640,640,pigmentation,149,371,285,482
yt-M4UGBt0gtbc-0004_jpg.rf.fc04772a99eb57ccf101fc88418bbf63.jpg,640,640,pigmentation,200,481,444,530
yt-M4UGBt0gtbc-0004_jpg.rf.fc04772a99eb57ccf101fc88418bbf63.jpg,640,640,pigmentation,401,373,524,476
yt-LrMrhZhlHyU-0191_jpg.rf.fa403bb05149ca16746c17d58a1ea1c5.jpg,640,640,pigmentation,25,56,457,308
yt-M4UGBt0gtbc-0035_jpg.rf.f980a8bb053338d1f0d73e72fb2131e7.jpg,640,640,pigmentation,0,34,421,386
yt-M4UGBt0gtbc-0035_jpg.rf.f980a8bb053338d1f0d73e72fb2131e7.jpg,640,640,pigmentation,348,0,584,277
yt-false-0016_jpg.rf.fad8f79d33de063d8fa3a65fa1089dcc.jpg,640,640,pigmentation,276,199,296,219
yt-false-0016_jpg.rf.fad8f79d33de063d8fa3a65fa1089dcc.jpg,640,640,pigmentation,137,259,161,287
yt-false-0016_jpg.rf.fad8f79d33de063d8fa3a65fa1089dcc.jpg,640,640,pigmentation,464,558,508,620
yt-false-0016_jpg.rf.fad8f79d33de063d8fa3a65fa1089dcc.jpg,640,640,pigmentation,140,532,174,580
IMG_4639_jpg.rf.fa186331edaf4d3cad09e679fbd0852c.jpg,640,640,pigmentation,392,94,513,166
IMG_4639_jpg.rf.fa186331edaf4d3cad09e679fbd0852c.jpg,640,640,pigmentation,450,68,529,123
IMG_4639_jpg.rf.fa186331edaf4d3cad09e679fbd0852c.jpg,640,640,pigmentation,213,253,456,465
IMG_4639_jpg.rf.fa186331edaf4d3cad09e679fbd0852c.jpg,640,640,pigmentation,176,268,218,306
IMG_4639_jpg.rf.fa186331edaf4d3cad09e679fbd0852c.jpg,640,640,pigmentation,58,547,99,580
IMG_4639_jpg.rf.fa186331edaf4d3cad09e679fbd0852c.jpg,640,640,pigmentation,323,502,398,562
45963_png_jpg.rf.f9b5c1f6fd2aeb6bb5a0fd9ac8787d14.jpg,640,640,pigmentation,414,97,485,155
45963_png_jpg.rf.f9b5c1f6fd2aeb6bb5a0fd9ac8787d14.jpg,640,640,pigmentation,364,145,421,189
45963_png_jpg.rf.f9b5c1f6fd2aeb6bb5a0fd9ac8787d14.jpg,640,640,pigmentation,289,92,335,139
45963_png_jpg.rf.f9b5c1f6fd2aeb6bb5a0fd9ac8787d14.jpg,640,640,pigmentation,285,140,334,182
45963_png_jpg.rf.f9b5c1f6fd2aeb6bb5a0fd9ac8787d14.jpg,640,640,pigmentation,269,170,301,200
45963_png_jpg.rf.f9b5c1f6fd2aeb6bb5a0fd9ac8787d14.jpg,640,640,pigmentation,242,146,278,186
45963_png_jpg.rf.f9b5c1f6fd2aeb6bb5a0fd9ac8787d14.jpg,640,640,pigmentation,492,243,513,271
45963_png_jpg.rf.f9b5c1f6fd2aeb6bb5a0fd9ac8787d14.jpg,640,640,pigmentation,190,118,237,163
45963_png_jpg.rf.f9b5c1f6fd2aeb6bb5a0fd9ac8787d14.jpg,640,640,pigmentation,209,193,229,227
45963_png_jpg.rf.f9b5c1f6fd2aeb6bb5a0fd9ac8787d14.jpg,640,640,pigmentation,467,352,490,383
45963_png_jpg.rf.f9b5c1f6fd2aeb6bb5a0fd9ac8787d14.jpg,640,640,pigmentation,157,333,174,364
45963_png_jpg.rf.f9b5c1f6fd2aeb6bb5a0fd9ac8787d14.jpg,640,640,pigmentation,185,311,202,333
45963_png_jpg.rf.f9b5c1f6fd2aeb6bb5a0fd9ac8787d14.jpg,640,640,pigmentation,400,355,419,376
IMG_2915_jpg.rf.0170e3c6f891a8b62201a4d21ed74e84.jpg,640,640,pigmentation,344,402,369,442
IMG_2915_jpg.rf.0170e3c6f891a8b62201a4d21ed74e84.jpg,640,640,pigmentation,311,430,336,468
IMG_2915_jpg.rf.0170e3c6f891a8b62201a4d21ed74e84.jpg,640,640,pigmentation,364,551,388,596
IMG_2915_jpg.rf.0170e3c6f891a8b62201a4d21ed74e84.jpg,640,640,pigmentation,549,419,574,460
IMG_2915_jpg.rf.0170e3c6f891a8b62201a4d21ed74e84.jpg,640,640,pigmentation,502,510,536,562
IMG_2915_jpg.rf.0170e3c6f891a8b62201a4d21ed74e84.jpg,640,640,pigmentation,482,356,504,387
pigmentation-dark-spots_50_jpg.rf.020c2b8b0f45c4eb03f6b86bb1a4487d.jpg,640,640,pigmentation,406,0,518,247
pigmentation-dark-spots_50_jpg.rf.020c2b8b0f45c4eb03f6b86bb1a4487d.jpg,640,640,pigmentation,83,222,111,256
pigmentation-dark-spots_50_jpg.rf.020c2b8b0f45c4eb03f6b86bb1a4487d.jpg,640,640,pigmentation,29,82,83,146
164_jpg.rf.0142ae553b9b0ad866998632fa01c3e0.jpg,640,640,pigmentation,220,123,338,300
164_jpg.rf.0142ae553b9b0ad866998632fa01c3e0.jpg,640,640,pigmentation,263,316,336,439
164_jpg.rf.0142ae553b9b0ad866998632fa01c3e0.jpg,640,640,pigmentation,396,205,431,277
164_jpg.rf.0142ae553b9b0ad866998632fa01c3e0.jpg,640,640,pigmentation,397,309,446,386
164_jpg.rf.0142ae553b9b0ad866998632fa01c3e0.jpg,640,640,pigmentation,158,290,202,356
IMG_4628_jpg.rf.01cc16d1eb5b56184e0ab586072e5a75.jpg,640,640,pigmentation,303,243,487,638
104_jpg.rf.01f84ed22421b99a97c5000a5325b020.jpg,640,640,pigmentation,133,3,260,336
104_jpg.rf.01f84ed22421b99a97c5000a5325b020.jpg,640,640,pigmentation,491,65,556,140
image_35_jpg.rf.04a3ea76219a07e7372c9b592bbea202.jpg,640,640,pigmentation,42,149,196,378
image_35_jpg.rf.04a3ea76219a07e7372c9b592bbea202.jpg,640,640,pigmentation,197,371,309,465
image_35_jpg.rf.04a3ea76219a07e7372c9b592bbea202.jpg,640,640,pigmentation,275,191,549,463
image_35_jpg.rf.04a3ea76219a07e7372c9b592bbea202.jpg,640,640,pigmentation,586,177,640,328
image_35_jpg.rf.04a3ea76219a07e7372c9b592bbea202.jpg,640,640,pigmentation,390,0,473,77
image_16_jpg.rf.04c080edd9afcdeb372e2d06181453ac.jpg,640,640,pigmentation,321,47,512,612
image_16_jpg.rf.04c080edd9afcdeb372e2d06181453ac.jpg,640,640,pigmentation,143,139,318,634
image_16_jpg.rf.04c080edd9afcdeb372e2d06181453ac.jpg,640,640,pigmentation,207,128,281,283
IMG_2930_jpg.rf.03596ed14b6471dc23d4cef68cb253f3.jpg,640,640,pigmentation,354,292,402,350
IMG_2930_jpg.rf.03596ed14b6471dc23d4cef68cb253f3.jpg,640,640,pigmentation,257,304,291,354
IMG_2930_jpg.rf.03596ed14b6471dc23d4cef68cb253f3.jpg,640,640,pigmentation,422,539,447,571
IMG_2930_jpg.rf.03596ed14b6471dc23d4cef68cb253f3.jpg,640,640,pigmentation,562,428,584,458
IMG_2930_jpg.rf.03596ed14b6471dc23d4cef68cb253f3.jpg,640,640,pigmentation,139,455,216,544
IMG_2930_jpg.rf.03596ed14b6471dc23d4cef68cb253f3.jpg,640,640,pigmentation,229,434,283,499
IMG_3750_jpg.rf.04dfa4eea94eb5ad43bbc5000bf04031.jpg,640,640,pigmentation,342,265,555,433
IMG_3750_jpg.rf.04dfa4eea94eb5ad43bbc5000bf04031.jpg,640,640,pigmentation,470,149,613,320
image_18_jpg.rf.08c2daa9b5c217abb822de86b78cd312.jpg,640,640,pigmentation,201,258,391,489
image_18_jpg.rf.08c2daa9b5c217abb822de86b78cd312.jpg,640,640,pigmentation,496,227,640,413
image_18_jpg.rf.08c2daa9b5c217abb822de86b78cd312.jpg,640,640,pigmentation,579,149,640,237
image_18_jpg.rf.08c2daa9b5c217abb822de86b78cd312.jpg,640,640,pigmentation,225,75,298,170
image_18_jpg.rf.08c2daa9b5c217abb822de86b78cd312.jpg,640,640,pigmentation,23,95,197,266
image_18_jpg.rf.08c2daa9b5c217abb822de86b78cd312.jpg,640,640,pigmentation,517,431,616,559
image_18_jpg.rf.08c2daa9b5c217abb822de86b78cd312.jpg,640,640,pigmentation,295,554,417,640
melasma27_jpg.rf.0cf2c470089eeb7cfb1bc875dd860a69.jpg,640,640,pigmentation,47,348,132,482
melasma27_jpg.rf.0cf2c470089eeb7cfb1bc875dd860a69.jpg,640,640,pigmentation,169,217,471,347
melasma27_jpg.rf.0cf2c470089eeb7cfb1bc875dd860a69.jpg,640,640,pigmentation,230,486,293,536
pigmentation-dark-spots_98_jpg.rf.0b219b27aa8b21759fc4c9a3b81298c0.jpg,640,640,pigmentation,11,52,529,462
pigmentation-dark-spots_98_jpg.rf.0b219b27aa8b21759fc4c9a3b81298c0.jpg,640,640,pigmentation,522,221,613,420
pigmentation-dark-spots_98_jpg.rf.0b219b27aa8b21759fc4c9a3b81298c0.jpg,640,640,pigmentation,557,27,638,120
32955_png_jpg.rf.0b80f8b1fd04bb98bad5d1dc0b49bd58.jpg,640,640,pigmentation,184,109,604,278
32955_png_jpg.rf.0b80f8b1fd04bb98bad5d1dc0b49bd58.jpg,640,640,pigmentation,390,371,572,536
32955_png_jpg.rf.0b80f8b1fd04bb98bad5d1dc0b49bd58.jpg,640,640,pigmentation,39,323,214,487
